element	occurrence frequency
solving generation tasks	1
classifying gene sentences	1
referring phenomena	1
toxic comment classification	1
maximizing slu performance	1
anti money laundering	1
disagreement	1
an unresourced language	1
extractive single-document summarization	1
synchronous tag syntax and semantics	1
querying and manipulating tree data structures	1
improving reliability	1
enlarging the croatian morphological lexicon	1
characterizing departures	1
role framing and attitude prediction	1
language and vision tasks	1
image-text parallel corpus	1
question answer pairs	1
evalution 1.0	1
bb\_twtr at semeval-2017 task 4	1
coherent machine translation	1
the 2018 conference	1
parsing and word-sense disambiguation	1
an ontology alignment task	1
hitachi at semeval-2017 task 12	1
visualizing spoken discourse	1
efficient short text matching	1
segment neural transduction	1
presupposition relations between verbs	1
bengali machine translation	1
improved speech retrieval	1
sentiment shifter identification	1
question interpretation	1
online debate persuasion	1
conversational spoken language translation	1
predicting the structure	1
high speed noun clustering	1
general and specific domains	1
nmf-based word recognition	1
representing italian complex nominals	1
a korean treebank and its application	1
chinese word sense induction task	1
identifying referenced text	1
dementia detection	1
schema linking	1
sparse linguistic expressions	1
detecting text similarity over short passages	1
domain-specific computer assisted translation	1
autism spectrum disorder and developmental language disorder	1
automated data extraction	1
voice conversion	1
disputation behavior	1
collecting and exploring everyday language	1
gis-based vague region visualization	1
free word order language dependency parsing	1
quantity-insensitive stress systems	1
advancing forwards or looking backwards	1
the craft structural annotation task	1
grammar correction	1
language processing research and development	1
the conll-2010 shared task	1
community question answering task	1
efficient text-stream processing	1
generate review summaries and user profiles	1
end-to-end coreference resolution	1
asr intake	1
investigating robustness and interpretability	1
natural interaction	1
generating words	1
a parallel treebank alignment	1
modelling adaptive presentations	1
corpora and memory-based parsing	1
people tracking	1
human visual attention	1
on-line air travel planning	1
product attribute extraction	1
multi-domain learning and adaptation	1
contextual targeted paraphrasing	1
text style transfer	1
revealing implicit noun-compound relations	1
parsing three dependency representations	1
nested ner	1
fully unsupervised discovery	1
co-joining parts	1
bunch notation	1
clinical query extraction	1
genomic information retrieval	1
awful	1
training a relation extractor	1
uniform initialization	1
intelligent agents	1
automatic clause boundary detection and classification	1
language independent diacritics restoration	1
determine language transfer	1
twitter sentiment detection	1
linguistic information processing	1
solving event quantification and free variable problems	1
personalized neural machine translation	1
evaluating human correction quality	1
create junction grammar trees	1
the bacteria biotope task at bionlp shared task 2016	1
inject lexical contrast into distributional semantics	1
a high stakes domain	1
causal sentence detection	1
uwb@fintoc-2019 shared task	1
propositional attitudes	1
question-focused sentence retrieval	1
probabilistic synchronous context-free grammars	1
filling gender \& number gaps	1
a semantically-aware representation	1
minding the representation gap	1
combining a rule-based classifier	1
semantic relatedness and textual entailment	1
planning	1
the hyperplane separation theorem	1
crosslingual sts	1
learning the mutual relationship between semantic relatedness and textual entailment	1
general language studies	1
villani at semeval-2018 task 8	1
phonotactic learning	1
five target languages	1
paradigmatic relation classification	1
reasoning over explanations and demonstrations	1
temporal tagger	1
downstream applications	1
amobee at semeval-2019 tasks 5 and 6	1
a discussion	1
transportable natural language processing	1
wmt17 news translation task	1
the semantic analysis	1
basque-english clir	1
description spaces and its application	1
name transliteration	1
building a multilingual alpine heritage corpus	1
constructing the coda corpus	1
measuring semantic specificity	1
evaluating selectional preferences	1
temporal and causal relations	1
interactive nlp	1
building webcorpora	1
evaluating the syntactic transformations	1
transcribing images	1
handling normalization issues	1
sentiment beneath the surface meaning	1
probabilistic partial parsing	1
sentence-pair tasks	1
inria at semeval-2019 task 9	1
acquiring syntactic and semantic subcategorisation	1
managing multiword expressions	1
the timebank corpus	1
the ontonotes annotations	1
information nutrition labels	1
canonical text services	1
slot attention and slot information sharing	1
relation prediction	1
modeling temporally diffuse effects	1
analysing market sentiments	1
chinese amr annotation system)	1
investigating the impact	1
a detection problem	1
measure word-group similarity	1
inter-language linked wikipedia articles	1
description planning	1
opportunistic active learning	1
conveying understanding results	1
a news ontology	1
integrated system evaluation	1
document layout analysis	1
south african languages	1
changing named entities	1
parser self-training	1
the finance domain	1
multilingual text interpretation	1
the computer)	1
pronoun anaphora resolution	1
processing croatian morphology	1
tatl at wnut-2020 task 2	1
weakly supervised natural language processing tasks	1
multiple-choice question generation	1
taln/ls2n participation at the bucc shared task	1
tempeval 2013	1
typological study	1
improve automatic error detection	1
classifying object and attribute coreferences	1
evaluating various linguistic features	1
conll shared task	1
high performance speech recognition	1
relational triple extraction	1
unification-based systems	1
syntax-based sentential inference	1
organization entity resolution	1
document profiling	1
characterizing and predicting bursty events	1
wosp 3c citation context classification task	1
recognizing discourse relations	1
improving targeted entities disambiguation	1
automatic statistical post-editing	1
characterizing the language	1
similarity estimation	1
criminal cases	1
bilingual dialect lexicon induction	1
creating a corpus	1
cypriot dialect adaptation	1
korean natural language understanding	1
fine-grained relation extraction	1
building grammar-based speech-enabled applications	1
building production nlp systems	1
weighting finite-state morphological analyzers	1
interpreting verbal irony	1
egyptian and modern standard arabic	1
determine english countability	1
text verification	1
translating anaphoric dependencies	1
conll-rdf	1
generating second-order nlp adversarial examples	1
building chinese sense annotated corpus	1
translation style adaptation	1
analyzing performance	1
speaking without knowing what	1
cross-lingual gender prediction	1
index term identification and keyphrase extraction	1
trigger identification and event type determination	1
recognizing handwritten text	1
chinese sql semantic parsing	1
machine translation into egyptian arabic	1
storing alternative structures	1
biocuration	1
semantic sentence embedding	1
detecting multiple facets	1
incremental rhetorical analysis	1
responding	1
tkb building	1
annotating clinical events	1
summarizing multiple spoken documents	1
unsupervised morphology induction	1
word embedding initialization	1
explaining the stars	1
exploring authorship hypotheses	1
predicting hter	1
autohome-orca at semeval-2019 task 8	1
new applications	1
speech corpora	1
detecting relations between software requirements	1
polish question answering	1
corpus-based translation	1
discourse-neutral prosodic phrasing	1
data annotation and system performance	1
generate grounded textual summaries	1
interactive data management	1
identify viral moments	1
the wmt 2017 multi-modal machine translation task	1
metaphorical reasoning	1
domain similarity	1
predicting emoji	1
evaluating the effects	1
robust nl interpretation	1
deriving clinical query patterns	1
english-chinese smt systems	1
television	1
textual relations	1
case markers and morphology	1
noise-tolerant distantly supervised relation extraction	1
generalizing an approximate subgraph matching-based system	1
event mention extraction	1
spreading activation	1
salience and discourse analysis and production	1
the 1st cips-sighan-parseval-2010	1
crowdsourced data	1
query segmentation	1
morphological relational reasoning	1
measuring the relevance	1
entity \& relation recognition	1
user modeling	1
summarizing radiology reports	1
pardeep at semeval-2019 task 6	1
an automated english scoring system	1
perception	1
multilingual semantic role labeling	1
constraining the use	1
finding reasons	1
a translation context	1
substance over style	1
keeping up appearances	1
selecting backtranslated data	1
bridging	1
opinion behavior prediction	1
speech data subset selection	1
guided summarization	1
detecting omissions	1
sts-uhh at semeval-2017 task 1	1
semantic relation assignment	1
highly accurate automatic crosslingual hypernym discovery	1
visual recognition	1
quality text generation	1
fine-grained annotation	1
dtsim at semeval-2016 task 1	1
deep-bgt at parseme shared task 2018	1
tree-to-tree translation	1
minority class identification	1
complex domain	1
fine grained multi lingual opinion analysis	1
developing restricted domain applications	1
hccl at semeval-2017 task 2	1
grammatical category induction	1
aspect-based sentiment classification	1
using the pepper framework	1
earnings calls	1
clinical sentiment analysis and topic extraction	1
faster and more effective person name search	1
the french media campaign	1
affects at semeval-2018 task 1	1
detecting english-japanese parallel texts	1
minimum risk training and decoding	1
maximize learning effect	1
code-switching research	1
building a resource	1
timing matters	1
combining spans into entities	1
high-level relation detection	1
partial parsing and morphosyntactic disambiguation	1
search-oriented conversational systems	1
multi-floor interaction	1
integrated writing and grammar instruction	1
automatic prosodic analysis	1
grammar sharing	1
improve topic analysis based summarization	1
conll 2018 ud shared task	1
incorporating commonsense knowledge graph	1
japanese text normalization	1
online abuse detection	1
bucc 2017 shared task	1
the second text retrieval conference (trec-2)	1
bridging the gap between extractive and abstractive summaries	1
the exploration	1
semantic data-driven paraphrasing	1
classify suicidal behaviour	1
crowdsourcing applications	1
annotating the interaction between focus and modality	1
phrase-based mt	1
tagging the past	1
the third shared task	1
investigating the internal structure variations	1
scandinavian languages	1
large data nlp	1
generating references	1
knowledge-aware dialogues	1
spoken utterance retrieval	1
bilingual lexicographers	1
shift-reduce dependency parsing	1
multilingual review classification	1
an auxiliary task	1
aid quantitative historical linguistic analysis	1
argument analysis	1
making efficient reading comprehension dictionaries	1
corporate non-financial reporting	1
position information	1
bridging lexical gaps between queries and questions	1
conversation and rapport	1
grounded commonsense inference	1
bipolar disorder	1
cuny-pku parser at semeval-2019 task 1	1
generating english determiners	1
unsupervised question generation	1
scaling	1
nonmonotonic sorts	1
\#gcdh at wnut-2020 task 2	1
learning a part-of-speech tagger	1
a in-car personal navigation system	1
low-frequency morphologically ambiguous forms	1
highly inflecting languages	1
building a paraphrase corpus	1
ju\_nlp at semeval-2016 task 6	1
generating clinically relevant texts	1
categorizing social media	1
predicting causal relations	1
chinese-to-japanese statistical machine translation	1
framing keystroke savings	1
combating adversarial typos	1
model polysemy	1
ranking suspected answers	1
wordnet propagation	1
phenotype detection	1
handling dependencies	1
improving predictive aac	1
nlp-based textual anonymisation	1
financial reports	1
estimating grammeme redundancy	1
conflicting (defeasible) rules	1
testing apsyn against vector cosine	1
discriminating phrase-based translations	1
the simultaneous and collaborative annotation	1
geographic document querying	1
exploratory data analysis	1
crowdsourcing incremental classification games	1
twitter users	1
multilingual customer feedback analysis	1
ldoce	1
adverse drug event detection	1
deconstructing complex search tasks	1
computing logical form	1
improve word relatedness	1
online review generation	1
english-irish statistical and neural machine translation	1
translator training	1
word alignments	1
the pluperfect	1
chinese spelling check task	1
automatic topic identification	1
a corpus given an ontology	1
cross-lingual word alignment	1
syntactic tagging	1
information management	1
extracting and querying relations	1
improved multilingual semantic annotation	1
of and have	1
give 2.5	1
full-abstract biological relation extraction	1
pku\_icl at semeval-2017 task 10	1
discourse annotation	1
joint phrase alignment and extraction	1
action explanation	1
cross-cultural argumentation and persuasion dialogues	1
named entity co-reference resolution	1
sequence level optimization	1
semi-supervised semantic role labeling	1
neural conversational models	1
semeval-2017 task 9	1
annotation pro + tga	1
extracting word lists	1
semeval-2017 task 6	1
fresh information retrieval	1
semeval-2017 task 5	1
translation systems and experimental results	1
multi-domain sentiment classification	1
semeval-2017 task 8	1
risk prediction	1
semeval-2017 task 7	1
represent linguistic corpora	1
integrating umls and medline	1
the cogalex 2014 shared task	1
electronic navigational chart companion text generation	1
varying quality and size	1
evaluating salience metrics	1
bilingual wordnet and sumo	1
a preliminary successful identification and resolution of temporal expressions	1
robust pharmacological entity detection	1
building the basque propbank	1
synchronous context-free grammars	1
implicit role detection	1
their rhetorical framing	1
learning an expert	1
lyb3b at semeval-2018 task 12	1
political agreement and disagreement	1
complex word identification across multiple languages	1
weakly supervised question answering	1
combining prosodic and text features	1
string-to-tree decoding	1
mobilizing metadata	1
extract complicate relations	1
lyb3b at semeval-2018 task 11	1
jointly learning the segmentation and correspondence	1
transliteration into chinese	1
annotating preferences	1
non-standard english words	1
grammar error correction	1
all sub parse trees	1
discovering morphological links	1
subject realization and referentiality	1
a phonological setting	1
factoid qa	1
document representation	1
semeval-2017 task 2	1
semeval-2017 task 1	1
semeval-2017 task 4	1
cracking the contextual commonsense code	1
semeval-2017 task 3	1
gendered pronoun resolution	1
semantic disentanglement	1
canonical word order	1
phrase-aware sentence classification	1
crosslinguistic probabilistic parsing	1
chemical and disease named entity recognition	1
team yeon-zi at semeval-2019 task 4	1
user-centered dialog systems and ai planning	1
rating and likert scales	1
the imagination	1
managing and verifying annotation campaigns of audio data	1
conceptual case frame acquisition	1
the semti-kamols grammar model	1
fine grained arabic dialect identification	1
paraphrase patterns	1
the chronus system	1
evaluating two relation extraction tools	1
distributional evidence	1
document retrieval and node identification	1
cognitive word embedding evaluation	1
the wrong reasons	1
ontology-based semantic annotation	1
synchronous tree-adjoining grammars	1
educational science content	1
relating term similarity and semantic consistency	1
indo-aryan language identification (ili) at vardial 2018	1
discourse semantics	1
language variations	1
chinese long sentence	1
exploring convolutional and recurrent neural networks	1
graph-based dependency parsing	1
thematic progression	1
ffl	1
studying laws	1
microblog event detection	1
semi-supervised question answering	1
normalizing sms messages	1
interactive document normalization	1
clinical entity recognition	1
crisis talk scenario resources	1
automating argumentation	1
wmt 2019 shared translation task	1
mutual gaze and joint attention	1
state chart xml	1
extracting social networks	1
politics	1
interview dialogue systems	1
script inference	1
patient data de-identification	1
cross-language orthographic similarity. application	1
evaluation protocol and tools	1
the hidden information state dialogue manager	1
beginning learner german	1
dialog acts and frame semantics	1
probing the need	1
ctsys at semeval-2018 task 3	1
annotation scheme and guidelines	1
researchers and language users	1
frame information repository	1
parsing russian	1
task-completion dialogue policy learning	1
improved text classification	1
planning multisentential text	1
all-round word sense disambiguation	1
german named entity recognition	1
multilingual numerical understanding	1
biased product review classification	1
twitter at semeval 2015	1
review reading comprehension and aspect-based sentiment analysis	1
the ibm-3 translation model	1
modeling the language assessment process and result	1
negation and speculation scopes	1
language learning and supporting endangered languages	1
bracketing inversion transduction grammars	1
short-answer scoring	1
annotating dialogue acts	1
evaluating genre and sentence type effects	1
basic level concepts	1
word embedding and word morphology	1
heterogeneous corpora	1
mapping instructions and visual observations	1
detect verb alternations	1
translating translationese	1
parsing resource-poor languages	1
argument selection	1
tokyotech\_nlp at semeval-2019 task 3	1
qa tempeval	1
learning finite state word representations	1
information extraction and machine translation	1
templatic morphology	1
geolocation and lexical dialectology	1
english-arabic phrase-based machine translation	1
normas at semeval-2016 task 1	1
dependent type systems	1
conversational application development	1
swedish grammar checking	1
introducing mulai	1
the technolangue mt evaluation campaign	1
inducing semantic micro-clusters	1
language neutral syntax	1
learning materials	1
computing free word associations	1
privacy-preserving syntactic parsing	1
capitalization errors	1
improve dialogue state tracking generalisation	1
comparing broadcast news and broadcast conversations	1
cybersecurity domain	1
semantic paraphrase	1
extracting definitions	1
training mt engines	1
answering multi-sentence questions	1
learning grammar	1
target-dependent sentiment classification	1
lexical category acquisition	1
improving the recognizability	1
a syntactic treebank	1
post-editing 2	1
a multi-label classification setting	1
detecting foodborne illness complaints	1
sat math question answering	1
creative visual storytelling	1
assessing readability	1
learning latent parameters without human response patterns	1
enriching a lexicon	1
morpho-semantic constructive derivational morphology	1
medical dataset augmentation	1
high quality translation	1
neural boxer at the iwcs shared task	1
twise at semeval-2016 task 4	1
verb similarity	1
build large dependency tree-tagged corpus	1
multiple mental health conditions	1
entity linking evaluation	1
discourse partitioning	1
rural south africa	1
emotion carriers	1
experimentation	1
modeling and representing natural languages	1
the syntactic parsing	1
non-ontology experts	1
question classifier	1
support information extraction of substance abuse	1
data scientists	1
external lexical resources into a crf-based multiword segmenter and part-of-speech tagger	1
automated narrative retelling assessment	1
structured language modeling	1
training polynomial kernel svms	1
french-vietnamese and english-vietnamese machine translation	1
the japanese translation task	1
phrasal synchronous grammar induction	1
anaphor resolution	1
paraphrase systems	1
machine interpretation systems	1
de	1
ordered digraphs	1
controlling target features	1
evaluating abstractive summarisation	1
mixer-6	1
exploiting salient patterns	1
machine scoring	1
measuring conformity	1
discriminating image senses	1
spatial trigger extraction	1
the classification	1
the maptask domain	1
parsing lexicalized tree-adjoining grammars	1
arabic community question answering	1
template filling	1
algerian dialectal arabic varieties	1
analyzing customer loyalty information	1
definite description resolution	1
continuous time domain	1
nlg301 at semeval-2017 task 5	1
argumentation structures	1
nine southern bantu languages	1
evaluating text quality	1
few-shot intent classification	1
studying the phonetics and phonology	1
situation entity classification	1
arbitrary word order	1
discrete and probabilistic language modeling	1
fine-grained semantic comprehension	1
english-arabic machine translation	1
language-independent gender prediction	1
icu management	1
restricted domain	1
automatic word alignment	1
weed attics	1
plow	1
fever annotation	1
hindi-english automatic speech recognition	1
robust modeling of lexical semantic change	1
argumentative dialogue systems	1
targeted attack	1
conll 2015 shared task	1
parser adaptation	1
news comment clusters	1
unseen bigrams	1
asymmetrical domains	1
query-oriented update summarization	1
learning thematic similarity metric	1
the dsl shared task 2015	1
predicting the values and ethics	1
human-machine communication at limsi	1
m2l at semeval-2016 task 8	1
the dsl shared task 2014	1
portuguese sign language translation	1
learning better embeddings	1
textual temporal analysis	1
biomedical named entity disambiguation	1
iit-tuda at semeval-2016 task 5	1
exploiting multiple treebanks	1
transcription	1
characterizing the value	1
twitter sentiment classification and quantification	1
building web-interfaces	1
information extraction research and applications	1
semantic classification and information retrieval	1
text polarity detection	1
full morphological annotation	1
state-of-the-art opinion mining models	1
shallow-n grammar based hierarchical phrase-based translation	1
globally coherent story generation	1
ie	1
ask no more	1
studying translation shifts	1
fleshing it out	1
class-based word sense disambiguation	1
annotation investment	1
ir	1
tracking scientific advances	1
interactive neural machine translation	1
analogic knowledge	1
creating resources	1
tac kbp	1
distant speech setting	1
twitter emotion and sentiment recognition	1
variable number and order	1
wmt18 quality estimation task	1
early neo-assyrian royal inscriptions	1
predicting translational preferences	1
the 2016 alta shared task	1
learning efficient information extraction	1
correcting preposition selection errors	1
word co-occurrence probabilities	1
writing assistance systems	1
integrating text and image	1
romanian (rodia)	1
understanding medical free text	1
generating hierarchical explanations	1
asian languages without word segmentation	1
identifying english inclusions	1
name entity recognition	1
asl recognition	1
svm-based chinese word segmentation	1
ema at semeval-2018 task 1	1
the post-isocat era	1
speech recognition error correction	1
multi-modal and multi-lingual parsing evaluation	1
enrich english malayalam machine translation	1
secondary predication	1
generative short-text conversation	1
the third vardial evaluation campaign	1
improve alignment and translation quality	1
construction grammars	1
fixed-grammar parsing	1
sparse detection	1
social behaviors	1
votic	1
task-oriented interaction	1
german main clauses. a corpus analysis	1
wet lab protocols	1
paraphrase detection	1
create sentiment lexica	1
learning multi-prototype word embeddings	1
linguistic code switching	1
me	1
document modeling	1
mt output	1
language invariant sentiment analysis	1
semantic network learning	1
a fundamental vocabulary	1
rediscovering acl discoveries	1
parse disambiguation	1
visualizing how corpora differ	1
subjectivity detection	1
vista.ue at semeval-2019 task 5	1
embeddia at semeval-2019 task 6	1
non-expert readers	1
korean-english mt	1
accessing the data category registry	1
document-level topic model evaluation	1
distribution is not enough	1
involving language professionals	1
investigating the effects	1
dynamic spatial applications	1
gated-attention reader	1
bayesian wordsegmentation	1
plusemo2vec at semeval-2018 task 1	1
learning multilingual representations	1
support scalable assessment	1
implicit discourse relationship representation and identification	1
multimodal language (challenge-hml)	1
detecting subgroups	1
english mwe dictionary and its application	1
molecular biology and cancer genetics	1
convolution neural network	1
malay count classifier prediction	1
slang nlp applications	1
a population setting	1
faster sequence-to-sequence constituent parsing	1
spoken and written language	1
providing definitions	1
estimating gene and gene product similarity	1
clustering minimal pairs	1
bayesian adaptation	1
modeling the effect	1
relation extraction tasks	1
po	1
textual data augmentation	1
leveraging event specific and chunk span information	1
co-composition	1
modeling content importance	1
fine-to-coarse manifesto text analysis	1
a german text-to-speech system	1
training an adaptive dialogue policy	1
improved neural patent translation	1
improve hindi dependency parsing	1
detect polysemy and	1
unsupervised part-of-speech induction	1
finding friends and flipping frenemies	1
correcting ocr errors	1
decision summarization	1
unsupervised named-entity recognition	1
information status analysis	1
visual goal prediction	1
parallel chart parsing	1
generating the content and form	1
hedging	1
finnish-english machine translation	1
nominal lexical semantic classification	1
acquiring reading skills	1
processing prepositions that reference space	1
health (smm4h) shared tasks at acl 2019	1
language resources (lrs)	1
detecting stance polarity and intensity	1
ontolex-lemon	1
generating full paraphrases	1
rating scales	1
multi-modal dialogue systems	1
the unknown word problem	1
generating text	1
enhancing legislative embeddings	1
lexical representation	1
combining human and machine transcriptions	1
improve automated scoring	1
exploiting semantic and pragmatic information	1
detecting global health events	1
modelling unbounded structures	1
the computer science domain	1
wnut-2020 task 1 overview	1
extended semantic role labeling	1
tw-star at semeval-2019 task 5	1
xrce at semeval-2016 task 5	1
combat online harassment	1
text-processing workflows	1
multilingual terminology alignment and cross-language image indexing	1
sentiheros at semeval-2017 task 5	1
combining in-house corpus	1
usi-upf at the clpsych 2019 shared task	1
english and arabic tweet polarity classification	1
rhyming poems	1
an arabic speech corpus	1
decision trees and an application	1
supporting public policy formulation	1
annotated malware articles	1
chinese document retrieval	1
interest detection	1
amore-upf at semeval-2018 task 4	1
version controlled documents	1
non-lexicalist semantics	1
idiom translation	1
coarser-grained alignment	1
build corpus-specific verb clusters	1
german association norms	1
classroom discussion	1
open vocabulary speech recognition	1
speeding label induction and document labeling	1
cde-iiith at semeval-2016 task 12	1
modeling annotators	1
soft parameter tying	1
chinese abbreviation prediction	1
theoretical and computational morphology	1
extracting clauses	1
maximum entropy/ minimum divergence feature selection	1
distilling discrimination and generalization knowledge	1
measuring the public accountability	1
text-image matching	1
memory-based cross-lingual word-sense disambiguation	1
better evaluation and exchange	1
adapting word similarity	1
noise and user simulation	1
training language models without appropriate language resources	1
investigating the challenges	1
task-oriented visual dialog	1
discovering the compositional structure	1
dereko	1
improved information retrieval	1
improve multiple dialog states tracking methods	1
forge	1
aig investments.ai at the finsbd task	1
bootstrapping arabic sense tagging	1
mwe identification	1
automatic mouth gesture classification	1
incorporating chinese characters	1
improving n-gram language model performance	1
monolingual crowdsourcing	1
gender- and speaker-adaptive emotion recognition	1
hierarchical lexica	1
toponym recognition	1
cascading errors	1
the 2017 discomt shared task	1
o(n\^6) down	1
resources documenting the birth and death language life-cycle	1
processing conversational speech	1
disambiguate morphological tags	1
tree/forest-based statistical machine translation	1
faithfulness assessment	1
large dependency parsebanks	1
neology	1
the biomedical translation	1
generating a category set	1
story telling	1
wmt18 biomedical translation task	1
improving wsd	1
english lexical sample task	1
multi-word entries containing nominalizations	1
determining semantic sentence similarity	1
scalable opinion mining	1
learning typed sentence rewritings	1
legal judgment prediction	1
translation retrieval	1
mt and tm integration	1
unsupervised relation extraction	1
walking directions	1
linearization-based hpsg	1
stance-aware rumor verification	1
building knowledge bases	1
analyzing nlp research over time	1
ynuwb at semeval-2019 task 6	1
translation model domain adaptation	1
product meta-domain	1
assistive technology	1
real-time disaster events	1
european language technology	1
relevant emotion ranking	1
nlprl at wnut-2020 task 2	1
narrative processing	1
automatic rap lyric generation	1
monolingual and multilingual link detection	1
instrumentation	1
nilc-swornemo at the surface realization shared task	1
colloquial arabic dialects	1
dialog task structure	1
detect sarcasm targets	1
ancient manuscript corpora	1
the wmt14 quality estimation shared-task	1
collaborative negotiation	1
low-resourced language pairs	1
situated dialog reference resolution	1
streaming cross document coreference resolution	1
statistical and neural machine translation	1
multilingual reading comprehension	1
tweet emotion intensity detection	1
hebrew morphological disambiguation and diacritics restoration	1
bidirectional morphology lookup	1
software localization	1
semeval-2013 task 13	1
semeval-2013 task 12	1
semeval-2013 task 11	1
aid linguistic research	1
the first qalb shared task	1
citation sentences	1
gem	1
comparative analysis	1
the preposition and determiner error correction shared task	1
japanese natural language processing studies over the last decade	1
prosody labeling	1
comparing convolutional neural networks	1
context dependent natural language generation	1
negation resolution	1
entrainment	1
pronominalization	1
parsing imperatives and questions	1
transformation	1
a spoken public transport information system	1
living off the land	1
multi-domain end-to-end task-oriented dialog	1
detecting a continuum	1
spontaneous medical dictation	1
dgt task	1
historical text normalization systems	1
cross-lingual open information extraction	1
taln at semeval-2016 task 14	1
a domain adaptation problem	1
measuring pronunciation difficulty	1
deception research	1
focused meeting summarization	1
crystalnest at semeval-2017 task 4	1
semantic slot filling	1
analyzing japanese compound nouns	1
humanities researchers	1
recovering coherent interpretations	1
morphology injection	1
grammar processing algorithms	1
the path	1
regular polysemy and underspecification	1
noise robust haptic voice recognition	1
the 2011 alta shared task	1
chatbot evaluation	1
neural empty category detection	1
aggressive text detection	1
predicting gender	1
exploring opportunities	1
a human-human-computer dialogue setting	1
asr based user interfaces	1
civil unrest	1
a real user	1
plujagh at semeval-2016 task 11	1
chasing hypernyms	1
machine translation into an under-resourced language	1
extending bart	1
the syntactic-based collocation identification	1
reformulation	1
beam-aware training	1
evaluating spoken dialog systems	1
neural temporal relation classification	1
generating natural language descriptions	1
domain independent language modelling	1
well-being and happiness	1
interface evaluations	1
designing your neural networks right	1
vietnamese morpho-syntactic processing	1
language-endowed intelligent agents	1
improve performance	1
social media mining	1
prosody modification	1
multimodal dialogue generation	1
ug18 at semeval-2018 task 1	1
distantly supervised neural relation extraction	1
a semantic problem	1
improve parsing	1
taking audio comprehension exams	1
web text	1
usfd at semeval-2016 task 1	1
fine-grained semantic verb relations	1
tense and aspect	1
science-domain structured explanations and inference patterns supporting multi-hop inference	1
scientific document summarization	1
multiply labeled data points	1
usfd at semeval-2016 task 6	1
combining explicitly encoded knowledge	1
disentangle coreference evaluation	1
the bionlp 2013 shared task	1
robust cross-domain chinese word segmentation	1
mad libs humor	1
multi-class classification	1
jhan014 at semeval-2019 task 6	1
high-recall coreference resolution	1
biomedical machine reading comprehension	1
comparative constructions	1
speech disfluency removal into smt	1
designing a grammar checker	1
telephone transmission impact	1
the wmt15 quality estimation shared task	1
codeforthechange at semeval-2019 task 8	1
translation into semantic graphs	1
proposition structures	1
preposition sense	1
collecting speech corpora	1
coding structures and actions	1
natural language call routing	1
data representation methods and use	1
nature conservation	1
cross-lingual document matching	1
lexicalized tree adjoining grammars and xml encoding	1
learning a sense	1
planning dialogues	1
automatic diagnosis	1
compounding languages	1
compound nominalization	1
parser performance	1
identify statistical machine translation errors	1
ambiguous parsing	1
evidence based medicine	1
japanese discourse japanese discourse tagging working group	1
summarizing short stories	1
the darpa machine translation evlauation paradigm	1
nursing activity analysis	1
morpho-syntactic annotation	1
extracting chinese entity names and their relations	1
retrieving information	1
translation equivalence among words	1
segment labeling	1
lvcsr cascade development	1
minimal semantics	1
hotel receptionists	1
deep question answering	1
an annotation query language	1
semantic script modeling	1
phoneme learning	1
data-to-text natural language generation	1
a phonological and morphological lexical db	1
estonian morphology	1
conversational speech corpus commonization	1
phrased-based machine translation	1
stem at semeval-2016 task 4	1
the second international chinese word segmentation bakeoff	1
assigning stems and inflectional paradigms	1
figurative phrases	1
inuktitut-english word alignment	1
the german noun group and some problems	1
the glue benchmark	1
gisting	1
double sequential labeling	1
modeling dependence between sentences	1
large scale routing retrieval	1
analyzing positions and topics	1
phrasetable pruning	1
classifying temporal relations between intra-sentence events	1
free paraphrasing	1
improving word alignment	1
embedding lexical features	1
complex verb generation	1
credibility analysis	1
medical records search	1
learn syntax-sensitive dependencies	1
persian wordnet construction	1
the making	1
enhance microblog sentiment classification	1
malware nlp	1
real-time event recognition	1
enabling the discovery	1
german pronoun resolution	1
generating parenthetical constructions	1
detecting political bias	1
document ranking and query refinement	1
semantic clustering	1
reporting the unreported	1
a japanese character keyboard	1
automatic oral proficiency assessment	1
noun phrase containing the determiner kono or sono	1
understanding the effect	1
guide statistical parsing and word recognition	1
visualizing algorithm results	1
phonological assimilation and dissimilation	1
chinese spelling error correction	1
an upper-level event ontology	1
annotating semantic relations between named entities	1
parsing a (relatively) free word-order language	1
sthruggle at semeval-2019 task 5	1
adapting a parser	1
visualizing the inner workings	1
agglutinated morphology	1
deep nlp modeling	1
story rewriting	1
efficient pcfg and tag parsing	1
asr and slt purposes	1
phenotype descriptors	1
classifying large corpora	1
multidimensional dialogue act annotation	1
hypotheses selection criteria	1
conll-2016 chinese shallow discourse parsing	1
unl-based machine translation between english and arabic	1
combining mesh terms	1
identifying student leaders	1
teaching the english tense	1
requirements quality analysis	1
identifying the coding system and language	1
inesc-id at semeval-2016 task 4-a	1
section titles and prose text	1
automatic error mining	1
reading the manual	1
studying natural language querying of semi-structured data	1
mobile local search	1
always learning useful things	1
thu\_ngn at semeval-2019 task 12	1
personalised dialogue management	1
expert representation	1
detecting speech disfluencies	1
f*r*i*e*n*d*s*	1
debating	1
quantifier scope disambiguation	1
southern-min taiwanese tone sandhi system	1
recurrent neural network language models	1
generating a training corpus	1
emotion intensity determination	1
explaining predictions	1
two situated dialog systems	1
evaluating automatic speech recognition systems during simultaneous speech	1
all words wsd	1
interannotator agreement	1
scientific text	1
